Species,x,y
0,77.35416667,27.35416667
0,86.5625,26.27083333
0,88.5625,23.3125
0,90.9375,24.39583333
0,91.27083333,26.1875
0,81.3125,16.85416667
0,86.02083333,24.14583333
0,68.6875,25.6875
0,81.85416667,17.6875
0,86.0625,23.5625
0,94.3125,26.97916667
0,83.39583333,27.14583333
0,86.64583333,23.97916667
0,87.97916667,26.39583333
0,88.02083333,25.72916667
0,82.02083333,16.4375
0,94.14583333,27.02083333
0,90.3125,23.5625
0,77.35416667,29.02083333
0,79.22916667,29.14583333
0,84.0625,27.10416667
0,87.72916667,24.3125
0,77.9375,28.9375
0,80.85416667,28.60416667
0,80.5625,23.35416667
0,91.6875,26.35416667
0,93.3125,25.35416667
0,89.39583333,22.72916667
0,76.97916667,28.47916667
0,79.39583333,15.60416667
0,79.6875,27.85416667
0,88.64583333,25.02083333
0,93.8125,26.35416667
0,91.27083333,23.77083333
0,91.5625,25.27083333
0,82.97916667,18.1875
0,91.85416667,25.52083333
0,84.89583333,28.1875
0,91.0625,27.1875
0,82.35416667,26.3125
0,92.77083333,27.02083333
0,84.97916667,28.35416667
0,81.8125,29.22916667
0,86.97916667,24.0625
0,93.14583333,27.4375
0,97.14583333,27.97916667
0,91.10416667,27.0625
0,75.89583333,25.52083333
0,78.35416667,27.10416667
0,83.39583333,26.97916667
0,91.47916667,26.89583333
0,77.8125,26.52083333
0,85.14583333,26.8125
0,93.77083333,26.10416667
0,88.9375,25.9375
0,85.3125,20.5625
0,78.1875,14.9375
0,93.22916667,25.27083333
0,90.9375,24.02083333
0,83.89583333,26.14583333
0,79.14583333,28.64583333
0,90.02083333,25.8125
0,88.64583333,25.52083333
0,90.02083333,22.5625
0,90.8125,26.3125
0,87.77083333,25.8125
0,94.6875,27.1875
0,81.39583333,17.3125
0,77.85416667,15.1875
0,93.1875,27.02083333
0,85.9375,21.89583333
0,89.4375,24.85416667
0,91.3125,23.8125
0,86.77083333,23.52083333
0,83.6875,18.39583333
0,68.9375,26.8125
0,92.89583333,26.64583333
0,88.02083333,22.97916667
0,93.52083333,26.89583333
0,88.02083333,24.47916667
0,84.4375,27.85416667
0,93.39583333,25.22916667
0,77.9375,26.89583333
0,80.60416667,26.64583333
0,68.89583333,26.3125
0,75.89583333,26.6875
0,92.1875,22.47916667
0,89.60416667,27.27083333
0,94.10416667,25.85416667
0,87.64583333,26.9375
0,86.77083333,24.5625
0,81.52083333,26.3125
0,84.3125,27.02083333
0,88.02083333,25.89583333
0,81.14583333,26.10416667
0,81.60416667,29.10416667
0,94.4375,27.5625
0,86.77083333,23.60416667
0,86.60416667,26.35416667
0,88.02083333,24.27083333
0,88.47916667,23.72916667
0,93.60416667,26.22916667
0,92.3125,27.35416667
0,84.60416667,19.22916667
0,86.39583333,27.0625
0,87.9375,26.97916667
0,80.10416667,27.52083333
0,88.10416667,21.85416667
0,84.8125,19.35416667
0,81.97916667,27.89583333
0,92.72916667,25.60416667
0,86.0625,20.22916667
0,86.27083333,23.6875
0,80.47916667,28.0625
0,80.10416667,16.5625
0,89.39583333,24.1875
0,80.89583333,26.60416667
0,83.22916667,26.4375
0,87.3125,25.0625
0,88.35416667,25.8125
0,87.72916667,27.3125
0,96.5625,26.64583333
0,89.22916667,25.9375
0,79.52083333,28.4375
0,92.5625,26.85416667
0,91.3125,23.85416667
0,82.3125,28.22916667
0,81.89583333,26.0625
0,90.4375,25.1875
0,84.64583333,19.22916667
0,76.5625,25.97916667
0,76.6875,27.5625
0,85.47916667,26.4375
0,96.0625,27.89583333
0,95.6875,27.60416667
0,84.52083333,18.72916667
0,90.8125,26.02083333
0,91.5625,26.6875
0,87.89583333,26.52083333
0,81.4375,28.9375
0,68.3125,26.02083333
0,86.97916667,22.4375
0,78.10416667,15.3125
0,82.6875,26.1875
0,88.77083333,22.4375
0,83.27083333,28.27083333
0,80.8125,29.52083333
0,85.85416667,27.3125
0,92.9375,27.5625
0,82.02083333,25.6875
0,85.97916667,22.22916667
0,76.9375,28.64583333
0,90.60416667,23.72916667
0,93.8125,25.60416667
0,92.4375,24.14583333
0,81.27083333,25.89583333
0,89.4375,25.5625
0,86.89583333,27.47916667
0,77.1875,29.77083333
0,92.0625,26.39583333
0,89.1875,24.14583333
0,82.27083333,26.22916667
0,89.8125,23.60416667
0,80.6875,28.60416667
0,80.85416667,24.5625
0,91.64583333,26.97916667
0,86.9375,24.3125
0,91.89583333,23.72916667
0,91.0625,24.6875
0,81.0625,26.27083333
0,90.4375,21.8125
0,94.1875,27.60416667
0,78.64583333,16.3125
0,80.6875,27.4375
0,96.47916667,27.14583333
0,92.77083333,25.52083333
0,77.89583333,27.14583333
0,91.89583333,25.47916667
0,81.4375,17.10416667
0,77.39583333,28.72916667
0,89.14583333,24.72916667
0,90.52083333,23.4375
0,77.6875,29.4375
0,93.22916667,27.10416667
0,76.72916667,28.35416667
0,86.64583333,23.52083333
0,68.4375,25.89583333
0,69.39583333,25.77083333
0,82.0625,26.64583333
0,85.6875,22.5625
0,94.27083333,27.3125
0,81.47916667,25.89583333
0,80.02083333,27.64583333
0,94.60416667,26.4375
0,86.8125,26.52083333
0,82.14583333,26.6875
0,89.3125,25.8125
0,91.97916667,25.0625
0,68.02083333,25.72916667
0,80.6875,28.10416667
0,83.35416667,17.8125
0,83.27083333,26.52083333
0,93.14583333,27.3125
0,78.97916667,28.72916667
0,80.39583333,28.0625
0,77.47916667,28.6875
0,96.27083333,26.97916667
0,83.39583333,26.64583333
0,95.02083333,27.22916667
0,93.52083333,24.47916667
0,86.77083333,22.9375
0,92.89583333,23.85416667
0,77.97916667,27.6875
0,80.52083333,26.0625
0,82.0625,27.9375
0,90.0625,23.0625
0,86.5625,24.89583333
0,87.1875,26.89583333
0,77.47916667,26.14583333
0,92.72916667,26.89583333
0,92.89583333,25.1875
0,87.27083333,26.4375
0,90.4375,27.0625
0,80.85416667,26.72916667
0,78.3125,27.6875
0,87.4375,25.6875
0,87.1875,27.5625
0,84.10416667,27.8125
0,90.72916667,25.64583333
0,94.8125,26.72916667
0,89.97916667,24.72916667
0,77.4375,29.0625
0,81.8125,27.85416667
0,94.0625,27.4375
0,78.10416667,28.72916667
0,92.72916667,26.14583333
0,85.35416667,19.6875
0,86.5625,26.5625
0,87.10416667,24.6875
0,83.5625,18.1875
0,88.10416667,24.10416667
0,92.97916667,26.10416667
0,93.02083333,26.3125
0,94.97916667,27.77083333
0,92.5625,25.72916667
0,83.64583333,19.22916667
0,82.77083333,25.6875
0,88.85416667,21.97916667
0,81.4375,27.14583333
0,96.64583333,27.52083333
0,90.64583333,25.72916667
0,88.39583333,25.6875
0,87.77083333,25.4375
0,84.4375,19.97916667
0,78.3125,15.85416667
0,86.5625,23.64583333
0,82.64583333,26.3125
0,80.6875,16.6875
0,87.14583333,26.10416667
0,78.3125,29.0625
0,90.39583333,22.35416667
0,91.97916667,26.14583333
0,91.10416667,22.5625
0,87.35416667,23.02083333
0,86.14583333,27.02083333
0,81.0625,27.9375
0,90.35416667,26.39583333
0,79.0625,15.85416667
0,87.4375,22.60416667
0,77.14583333,28.22916667
0,87.10416667,21.60416667
0,93.39583333,26.6875
0,96.0625,27.1875
0,81.9375,28.60416667
0,90.72916667,23.27083333
0,80.35416667,16.39583333
0,79.64583333,28.27083333
0,82.0625,27.60416667
0,89.8125,26.10416667
0,91.14583333,25.1875
0,86.39583333,26.22916667
0,86.6875,24.9375
0,88.6875,22.3125
0,86.1875,22.8125
0,85.3125,27.02083333
0,83.47916667,27.47916667
0,86.47916667,26.85416667
0,90.85416667,23.02083333
0,94.35416667,27.0625
0,90.4375,22.10416667
0,93.10416667,24.6875
0,92.02083333,23.9375
0,88.02083333,25.85416667
0,89.39583333,21.85416667
0,83.0625,27.10416667
0,83.02083333,27.3125
0,68.8125,25.85416667
0,78.72916667,15.39583333
0,88.4375,23.3125
0,90.89583333,22.9375
0,91.97916667,23.5625
0,85.35416667,27.72916667
0,89.47916667,23.5625
0,68.35416667,25.64583333
0,93.4375,24.0625
0,83.77083333,18.22916667
0,93.72916667,26.39583333
0,68.22916667,25.47916667
0,82.85416667,26.10416667
0,76.85416667,28.39583333
0,81.52083333,16.89583333
0,81.8125,26.4375
0,84.72916667,26.4375
0,82.47916667,18.3125
0,93.89583333,24.72916667
0,77.14583333,26.4375
0,80.10416667,15.89583333
0,88.52083333,26.4375
0,92.60416667,22.1875
0,87.0625,21.64583333
0,83.5625,28.4375
0,77.72916667,28.0625
0,79.39583333,16.02083333
0,82.27083333,17.77083333
0,78.60416667,30.52083333
0,87.5625,23.97916667
0,77.4375,27.5625
0,83.35416667,18.02083333
0,77.27083333,30.14583333
0,80.85416667,26.6875
0,90.89583333,25.85416667
0,79.47916667,14.9375
0,76.9375,29.35416667
0,68.89583333,25.47916667
0,79.89583333,29.52083333
0,87.8125,26.77083333
0,80.39583333,29.14583333
0,90.60416667,23.27083333
0,80.4375,27.4375
0,68.4375,26.4375
0,88.1875,23.6875
0,92.5625,27.3125
0,82.89583333,17.85416667
0,83.6875,27.72916667
0,87.60416667,26.4375
0,85.39583333,20.35416667
0,75.9375,25.72916667
0,78.27083333,27.6875
0,81.60416667,27.6875
0,90.72916667,24.02083333
0,91.02083333,22.5625
0,95.0625,26.97916667
0,88.72916667,24.14583333
0,77.77083333,27.39583333
0,82.0625,27.8125
0,94.64583333,27.10416667
0,81.60416667,23.89583333
0,81.85416667,23.39583333
0,91.60416667,23.6875
0,86.14583333,22.8125
0,78.72916667,15.10416667
0,89.39583333,25.64583333
0,87.8125,24.4375
0,80.02083333,26.52083333
0,76.77083333,27.1875
0,76.5625,26.52083333
0,86.52083333,25.0625
0,84.02083333,27.14583333
0,92.72916667,22.77083333
0,93.8125,26.14583333
0,77.14583333,25.3125
0,78.0625,26.9375
0,84.89583333,20.14583333
0,82.60416667,17.85416667
0,87.02083333,23.35416667
0,80.60416667,28.1875
0,88.1875,23.8125
0,85.60416667,20.3125
0,79.77083333,28.5625
0,69.10416667,25.35416667
0,88.9375,27.02083333
0,93.85416667,27.14583333
0,81.64583333,27.5625
0,82.27083333,28.22916667
0,81.4375,23.85416667
0,85.02083333,25.47916667
0,80.5625,15.89583333
0,80.60416667,24.1875
0,81.02083333,16.89583333
0,90.22916667,23.77083333
0,86.14583333,20.60416667
0,69.35416667,26.5625
0,92.1875,23.6875
0,82.85416667,17.72916667
0,69.1875,25.52083333
0,86.60416667,21.02083333
0,69.72916667,26.47916667
0,92.02083333,22.1875
0,96.4375,28.35416667
0,92.64583333,25.60416667
0,81.47916667,27.1875
0,78.27083333,27.02083333
0,84.6875,19.3125
0,92.6875,25.10416667
0,87.27083333,22.77083333
0,77.39583333,27.14583333
0,88.1875,21.85416667
0,93.47916667,26.22916667
0,69.4375,26.4375
0,90.02083333,22.9375
0,90.39583333,25.39583333
0,87.9375,26.60416667
0,84.97916667,20.10416667
0,93.60416667,26.4375
0,68.72916667,26.5625
0,81.10416667,27.3125
0,86.9375,27.52083333
0,93.89583333,26.0625
0,76.89583333,26.47916667
0,86.9375,27.02083333
0,92.97916667,26.4375
0,86.60416667,24.02083333
0,89.14583333,23.39583333
0,81.97916667,17.39583333
0,87.89583333,25.9375
0,83.35416667,26.52083333
0,87.52083333,23.9375
0,92.64583333,22.02083333
0,92.52083333,27.27083333
0,81.6875,23.60416667
